IDE;aitem1;aitem2;aitem3;aitem4;aitem5;aitem6;aitem7;aitem8;aitem9;aitem10;aitem11;aitem12;aitem13;aitem14;aitem15;aitem16;aitem17;aitem18;aitem19;aitem20;aitem21;aitem22;aitem23;aitem24;aitem25;aitem26;aitem27;aitem28;aitem29;aitem30;aitem31;aitem32;aitem33;aitem34;aitem35;aitem36;aitem37
R893;4;2;1;2;1;2;1;4;4;1;1;5;2;5;1;2;5;1;4;5;3;1;3;2;1;4;2;4;1;5;5;4;5;4;2;3;3
R894;5;1;2;5;4;2;3;4;1;1;4;3;3;2;5;2;3;1;5;4;4;1;1;4;3;5;2;4;4;2;3;2;5;2;1;1;1
R895;5;5;5;4;5;4;4;4;5;5;4;1;4;2;3;2;1;5;4;1;3;3;1;2;5;4;5;2;5;2;5;2;1;2;4;1;1
R896;5;2;5;5;1;1;5;5;4;2;1;4;4;2;3;5;5;3;1;3;1;5;5;1;1;4;1;1;1;2;3;5;1;2;2;2;4
R897;2;5;4;2;2;4;3;3;1;4;1;3;4;5;2;4;5;1;2;3;4;2;4;2;5;2;3;5;4;5;5;3;1;1;2;2;1
R898;4;1;5;4;1;5;4;5;1;1;2;3;2;5;4;4;1;4;4;5;3;3;2;1;3;1;4;4;4;3;4;5;2;3;1;1;2
R899;1;1;2;5;1;4;3;4;2;5;2;2;1;4;1;1;5;1;5;2;2;5;5;4;5;5;3;2;3;4;3;4;1;1;4;2;5
R900;1;5;1;1;3;5;5;5;3;5;2;5;5;4;1;5;1;3;1;1;3;4;4;2;5;5;4;2;4;5;2;3;5;1;4;5;2
R901;1;1;2;5;5;2;5;4;4;1;5;5;1;2;2;4;2;2;5;2;4;2;3;3;4;5;4;1;3;3;3;1;4;5;4;4;5
R902;4;3;2;4;2;4;1;4;3;3;5;5;2;4;1;4;1;2;3;4;5;4;2;4;3;4;4;1;4;5;1;5;5;4;2;1;2
R903;4;4;3;2;3;4;5;1;3;4;5;1;2;5;5;4;5;5;2;2;2;4;4;2;1;4;3;2;4;2;2;5;4;4;5;3;4
R904;3;2;1;3;4;1;4;5;1;2;1;2;2;4;2;4;1;3;2;4;1;2;1;5;1;4;4;3;5;3;5;2;3;4;4;3;1
R905;5;4;1;3;3;1;2;5;2;3;4;1;1;1;3;3;2;5;3;4;5;4;2;5;4;3;4;4;5;1;1;3;4;2;3;3;3
R906;4;2;5;3;2;2;3;2;3;1;1;4;4;5;2;1;1;4;3;1;4;3;2;2;4;2;4;3;3;5;3;1;2;5;1;1;1
R907;3;5;5;5;2;4;4;4;3;5;1;3;1;3;3;3;5;3;3;4;5;2;5;5;3;4;5;1;1;2;4;2;1;3;4;5;3
R908;3;3;4;2;2;3;5;5;4;1;2;2;2;5;3;5;3;1;1;3;5;5;3;2;1;3;2;3;5;5;5;2;1;4;4;3;2
R909;4;1;2;3;1;4;3;1;3;4;3;4;5;4;1;5;4;1;1;5;3;5;5;4;5;3;4;1;3;4;1;2;2;1;2;1;4
R910;2;5;5;4;4;2;5;4;5;1;3;2;3;3;4;1;5;4;3;3;1;2;5;1;1;2;3;1;4;3;1;5;1;2;2;2;5
R911;3;4;2;2;3;3;1;4;1;1;5;1;3;2;1;5;5;3;4;4;3;5;3;2;2;3;1;3;4;5;5;3;3;1;5;2;3
R912;3;4;5;5;1;2;2;4;2;5;4;3;3;3;2;4;2;1;1;2;5;4;5;4;1;4;1;1;4;5;1;2;3;3;3;2;3
R913;1;1;4;3;4;1;1;2;4;4;4;4;5;5;2;3;4;2;4;2;2;1;2;2;5;4;1;2;1;3;5;1;2;1;2;1;4
R914;4;4;5;5;2;1;4;3;2;1;3;4;3;5;4;1;2;2;5;5;5;3;1;1;3;2;3;2;5;4;3;4;5;1;3;5;1
R915;5;2;4;2;2;1;3;5;5;4;4;4;1;3;2;2;2;2;3;2;4;5;4;3;1;2;3;1;2;2;3;4;5;1;4;1;2
R916;3;2;1;5;5;1;1;3;5;4;3;1;5;2;4;3;5;3;1;2;4;3;1;5;1;2;5;3;5;4;2;3;3;3;1;2;3
R917;4;3;5;3;4;1;3;1;3;1;1;1;1;1;5;1;4;5;1;1;1;5;3;4;5;4;1;3;2;2;5;4;1;5;1;2;5
R918;3;3;4;1;4;4;5;5;1;3;4;4;1;5;3;4;2;4;4;2;3;5;3;5;4;4;5;1;3;5;5;5;1;3;1;2;5
R919;4;2;5;1;5;1;1;3;3;4;4;2;2;2;1;4;3;2;2;4;1;5;4;2;1;4;3;5;2;3;3;5;4;4;4;1;5
R920;1;4;5;2;5;3;2;1;1;3;1;2;5;1;1;3;4;4;3;1;3;1;1;3;1;4;2;1;1;4;2;5;1;2;3;4;4
R921;2;3;1;4;5;3;3;4;4;4;3;1;3;3;2;1;2;3;4;5;1;1;5;4;3;5;4;1;5;1;5;5;4;5;2;4;2
R922;2;3;4;2;3;4;3;4;4;5;5;2;4;1;2;1;2;4;4;1;5;2;5;5;4;4;4;4;4;5;4;1;1;1;1;2;4
R923;4;5;3;3;2;5;1;1;3;2;2;5;2;3;4;3;1;2;4;2;4;2;2;1;1;3;2;2;1;5;5;4;2;5;2;2;4
R924;1;2;1;2;2;3;4;5;1;2;2;2;5;3;1;2;2;2;1;2;3;2;1;1;2;5;4;1;1;2;2;4;3;3;3;2;1
R925;1;5;3;2;3;3;3;2;5;4;1;5;3;2;3;2;1;2;1;2;1;5;2;4;1;5;1;3;4;5;2;2;4;2;1;3;3
R926;5;1;3;2;1;2;2;4;3;4;5;1;5;4;1;3;3;5;1;5;4;2;5;5;5;1;1;2;4;3;1;5;5;3;5;1;3
R927;2;2;3;3;5;2;2;1;3;4;3;5;2;2;3;2;1;2;1;5;2;4;4;5;1;2;1;2;3;1;3;2;4;5;4;5;1
R928;5;5;4;3;1;3;1;5;4;5;2;3;4;1;2;1;4;2;4;2;1;1;1;2;5;4;3;2;3;1;3;3;1;5;5;4;4
R929;5;3;4;2;5;2;3;4;4;3;2;3;1;5;3;3;2;5;5;4;2;1;5;1;4;1;5;5;4;5;1;4;4;4;4;3;5
R930;5;1;2;5;2;2;5;4;2;3;4;5;2;4;4;4;2;4;5;2;3;5;4;4;5;1;4;4;4;1;2;2;3;5;2;3;4
R931;5;1;4;3;5;1;3;4;2;2;4;1;5;4;1;1;5;3;3;3;1;2;4;3;3;2;5;4;2;5;2;1;1;3;5;4;5
R932;5;3;4;1;4;5;3;4;5;1;2;5;5;3;1;4;2;4;5;2;5;1;5;2;4;2;1;2;2;4;3;5;5;2;4;2;5
R933;1;2;4;5;3;1;2;1;4;5;3;5;2;1;3;5;5;4;1;3;4;4;4;4;3;3;3;1;5;4;2;2;1;4;1;4;5
R934;2;1;4;5;5;1;5;1;4;5;4;4;3;3;2;5;2;4;2;5;5;4;5;2;3;5;5;5;5;2;1;5;2;5;1;2;4
R935;2;1;3;4;5;4;2;4;2;1;3;4;3;2;1;1;4;2;4;1;4;1;5;4;1;1;1;5;4;5;2;2;2;2;5;4;2
R936;3;1;1;4;5;4;4;5;2;3;2;3;5;1;3;5;1;5;3;3;3;3;4;5;5;1;2;1;1;1;3;4;1;2;3;2;1
R937;1;1;4;3;3;3;2;3;1;5;4;4;1;2;2;1;5;4;3;2;1;4;5;4;1;5;3;2;1;2;4;1;5;2;3;4;2
R938;1;5;4;5;2;1;2;5;3;1;4;3;4;4;3;2;4;1;4;1;4;3;5;3;2;4;5;2;3;4;4;5;5;3;1;5;5
R939;3;3;5;2;5;1;3;2;1;5;3;3;4;3;1;3;3;4;3;1;1;5;1;4;1;1;4;3;1;2;5;1;5;4;4;1;2
R940;2;2;5;3;3;4;3;2;2;5;5;2;4;5;3;3;3;3;1;5;4;4;5;3;4;4;4;4;2;5;3;1;4;4;4;3;5
R941;2;3;5;5;2;4;4;1;3;4;4;5;1;2;1;1;4;3;2;2;5;2;2;3;5;5;5;4;3;2;3;1;3;3;4;5;2
R942;2;5;2;5;1;4;2;2;1;4;3;4;4;1;1;2;3;2;5;5;4;2;4;3;5;5;4;2;4;5;3;3;5;2;5;5;2
R943;4;3;5;1;3;1;1;3;1;2;1;5;3;2;1;3;5;3;3;2;3;1;2;5;3;5;1;4;4;1;4;2;3;4;2;5;4
R944;3;4;4;2;2;1;4;1;4;4;2;1;2;1;1;3;1;5;5;1;3;5;2;3;3;3;5;5;1;3;4;1;5;4;4;2;3
R945;2;1;1;1;3;1;2;3;1;5;5;5;1;1;1;3;5;5;2;4;2;2;5;4;1;2;5;1;5;1;1;4;1;4;3;1;4
R946;1;2;1;1;2;5;2;2;5;5;1;5;2;2;4;4;5;1;4;4;3;2;3;5;2;3;4;3;4;5;4;1;1;1;5;2;3
R947;4;5;2;1;1;2;4;2;2;5;3;2;5;2;2;3;3;1;5;4;1;2;5;1;1;3;1;1;2;1;4;4;4;2;1;4;4
R948;3;4;5;2;4;2;1;3;2;2;4;1;1;3;2;5;3;3;4;3;2;5;1;4;1;1;2;3;4;3;3;1;1;4;2;4;5
R949;1;2;2;1;1;2;2;3;2;2;2;3;1;1;2;1;4;4;2;2;1;4;4;2;1;2;4;3;3;2;1;4;5;5;2;5;4
R950;4;1;5;4;1;2;2;5;1;2;4;5;3;1;5;3;5;2;5;2;5;1;3;1;1;1;4;3;1;3;3;1;5;5;3;5;3
R951;5;3;3;4;1;5;3;2;3;1;5;5;4;3;1;2;3;2;1;4;4;4;1;5;4;5;4;5;1;2;4;2;5;4;2;4;3
R952;4;2;3;1;2;5;5;3;1;1;1;3;5;3;1;1;5;5;4;1;1;4;3;4;4;2;4;4;1;3;5;1;4;3;2;3;2
R953;1;2;2;2;1;5;2;5;1;1;1;1;4;4;3;2;5;3;4;5;4;3;4;5;1;2;1;1;1;1;4;4;4;5;1;1;5
R954;4;3;4;3;1;4;2;3;1;5;5;4;5;2;2;3;3;5;5;1;1;1;1;3;4;2;2;2;5;1;2;4;2;2;1;2;3
R955;2;5;5;3;1;3;4;2;5;4;4;1;2;1;1;2;3;4;4;2;1;1;4;2;1;1;1;5;4;3;4;5;4;3;2;3;3
R956;4;3;3;1;3;3;2;1;1;5;5;1;2;2;2;1;2;3;3;4;1;1;3;1;2;3;3;2;3;2;5;4;1;3;4;1;1
R957;4;4;4;5;1;3;5;4;5;3;3;2;1;1;4;1;2;2;1;3;2;1;2;1;3;1;5;1;2;2;3;4;1;2;5;1;2
R958;1;1;1;4;5;3;5;2;2;3;1;1;2;5;2;2;3;2;3;4;5;3;5;3;2;1;4;5;1;4;3;2;3;3;3;1;5
R959;2;3;5;2;4;1;1;1;2;5;1;2;1;4;5;5;1;1;3;2;2;1;2;4;4;5;3;5;1;2;5;3;5;3;5;2;3
R960;3;2;4;4;5;2;3;2;2;1;4;3;5;1;1;1;3;1;5;2;3;1;4;1;5;2;3;5;4;2;3;2;4;3;5;2;3
R961;2;3;5;2;2;2;3;4;1;2;3;2;1;4;3;5;2;5;5;1;1;2;3;4;3;2;4;2;2;5;4;2;3;4;1;5;3
R962;1;2;4;5;4;2;5;5;5;2;2;4;3;4;5;1;4;2;2;3;5;3;2;2;4;4;3;2;5;4;3;3;3;2;3;2;1
R963;3;1;4;3;3;4;2;2;4;3;1;3;1;2;3;3;3;1;2;2;5;5;5;3;3;1;2;3;3;3;5;4;5;1;5;1;1
R964;2;2;2;4;2;3;2;3;1;2;5;2;5;2;5;4;1;3;4;5;3;2;3;5;3;4;3;1;4;3;1;3;3;4;1;5;4
R965;4;5;4;2;2;4;2;5;1;3;2;2;1;1;5;2;3;3;4;1;4;5;2;2;1;5;5;4;1;4;1;1;5;3;5;3;4
R966;5;5;4;5;4;5;2;5;5;2;4;2;1;4;1;2;5;5;1;5;3;5;4;5;5;3;3;5;2;3;3;2;1;4;5;1;1
R967;4;5;5;5;4;2;3;2;5;2;3;4;1;4;4;5;3;3;3;3;2;4;3;5;5;2;2;5;5;4;3;5;2;5;4;3;5
R968;2;3;4;2;2;4;3;2;5;1;3;1;1;2;1;5;1;1;2;5;5;4;3;1;2;2;5;1;4;3;3;2;2;3;1;5;2
R969;4;5;1;1;3;5;2;3;2;2;4;2;3;1;4;3;3;1;4;2;1;3;3;4;1;4;3;4;5;5;3;4;1;3;5;3;1
R970;3;5;2;1;4;3;5;5;1;4;5;5;4;2;2;4;5;1;1;5;3;5;3;4;1;1;3;3;1;5;5;3;5;3;3;3;1
R971;2;4;5;4;3;2;1;4;2;1;5;1;5;2;3;5;4;3;3;5;3;4;3;1;2;4;3;3;2;4;4;5;5;2;2;3;4
R972;3;5;1;1;1;1;5;4;2;3;3;3;5;1;1;3;2;5;1;2;4;2;1;4;5;5;1;1;5;5;4;5;5;2;5;3;1
R973;3;5;3;1;4;3;1;3;2;5;2;3;5;3;2;1;5;5;1;1;1;2;3;3;3;4;2;5;3;5;4;2;5;5;2;3;2
R974;3;5;5;3;5;4;4;1;3;4;1;2;1;2;1;5;5;3;3;1;4;3;2;1;1;2;2;5;2;1;5;3;1;1;5;4;5
R975;5;1;2;2;2;4;3;5;4;3;4;5;2;4;1;3;5;2;5;5;4;1;2;1;2;1;1;1;3;3;2;2;1;2;3;4;5
R976;3;5;3;2;1;1;5;3;3;1;4;4;1;2;5;5;2;4;5;1;1;5;2;4;3;1;3;1;5;2;3;4;5;5;5;4;5
R977;4;2;3;5;1;1;1;4;1;1;4;3;3;4;2;1;4;3;3;5;4;4;5;3;1;5;4;4;3;5;1;3;1;5;1;3;5
R978;4;1;1;2;2;1;1;5;1;1;3;3;2;1;1;5;4;3;1;2;5;5;2;5;1;2;3;2;5;5;2;1;5;5;1;2;4
R979;5;5;4;5;1;2;2;1;1;1;3;1;1;5;2;1;2;3;1;4;4;4;3;1;2;4;3;1;2;3;1;2;5;4;1;3;3
R980;5;3;2;5;1;1;4;4;3;4;3;5;3;4;2;3;4;1;1;4;2;5;5;1;4;3;3;4;1;1;1;2;4;1;5;1;4
R981;3;4;4;5;5;5;1;2;3;4;2;4;5;2;3;5;3;3;2;2;5;2;1;3;2;5;1;2;5;1;5;2;2;2;3;2;2
R982;4;4;3;5;5;1;5;3;4;5;1;3;1;4;5;3;3;1;4;4;2;4;4;2;5;2;4;2;4;3;1;4;4;5;2;3;1
R983;1;2;4;3;5;3;1;3;1;1;3;5;1;3;2;3;1;4;2;1;5;5;3;5;1;2;5;4;4;2;3;5;3;2;4;4;1
R984;1;3;2;1;3;1;5;3;2;4;5;3;1;2;3;3;2;5;5;3;2;1;5;1;4;3;5;5;5;5;2;3;2;5;4;1;4
R985;3;4;3;5;2;1;4;5;4;5;4;1;4;4;3;1;5;2;4;5;2;4;3;4;5;4;5;1;5;5;2;2;2;2;4;5;1
R986;3;2;5;5;1;2;2;3;1;5;3;3;1;5;3;1;5;1;2;5;3;4;4;3;2;2;2;4;2;4;3;3;2;1;3;2;3
R987;2;4;1;4;2;2;5;5;5;2;2;3;1;4;1;2;3;3;1;4;1;5;4;2;5;3;1;5;1;5;1;1;2;3;5;3;1
R988;5;3;2;1;5;1;2;5;2;1;1;5;1;1;1;2;3;3;2;3;5;3;2;5;4;5;4;5;3;3;4;1;4;4;5;1;5
R989;2;2;3;2;5;5;3;3;4;5;1;5;3;1;4;3;3;3;5;5;4;2;4;4;2;1;4;3;5;4;4;3;2;2;5;2;4
R990;2;5;5;4;3;5;3;5;3;4;3;4;3;4;2;4;1;3;3;5;5;2;4;4;5;3;2;2;4;2;5;3;5;1;1;1;2
R991;2;2;2;5;4;3;4;3;2;1;4;2;5;5;1;5;4;5;3;5;1;1;3;4;5;5;3;2;4;5;3;4;5;1;4;2;2
R992;2;4;4;4;1;4;1;5;3;5;2;1;2;2;5;2;1;3;3;1;3;1;1;2;3;5;4;2;5;3;5;4;5;5;2;4;3
R993;5;4;1;1;3;5;1;3;4;4;1;4;3;2;5;5;3;1;5;3;5;3;5;1;5;3;2;4;3;3;4;4;3;4;4;3;5
R994;3;1;1;5;3;2;5;3;3;5;5;2;2;3;4;4;4;5;1;5;1;3;5;2;1;1;2;4;5;3;2;5;2;4;4;3;4
R995;5;5;2;3;1;1;4;5;1;4;1;3;3;4;1;5;4;2;1;2;5;1;5;2;4;1;1;1;2;1;5;1;1;3;3;3;2
R996;5;2;4;2;4;2;2;1;1;4;2;5;1;2;5;1;4;2;5;1;4;2;3;1;1;3;2;2;4;5;4;4;4;4;2;1;2
R997;4;1;1;5;1;3;2;5;3;5;3;4;5;5;5;3;2;3;3;4;2;3;4;2;5;4;1;1;4;2;5;2;5;2;5;5;4
R998;3;2;2;3;3;2;2;1;3;3;5;3;1;5;5;5;4;3;2;1;1;4;4;3;3;5;3;4;5;3;1;4;3;2;5;1;1
R999;1;5;5;5;2;2;4;3;4;3;3;5;3;5;1;2;2;1;2;4;3;3;5;4;5;1;4;4;2;4;2;4;3;4;2;2;3
R1000;5;1;4;2;3;4;5;1;1;5;1;4;3;2;5;5;5;5;3;4;3;3;1;2;5;2;3;5;5;5;1;3;2;2;2;4;1
R1001;1;3;1;5;2;3;1;5;5;3;3;4;1;3;2;1;5;5;4;1;4;2;4;5;2;3;3;2;2;2;4;5;3;3;5;5;5
R1002;4;1;2;3;4;3;1;2;5;5;1;4;3;4;4;3;1;2;1;1;5;2;1;5;1;5;2;5;5;3;2;4;2;3;5;3;2
R1003;3;4;3;4;3;2;4;1;3;1;4;4;1;3;3;5;3;2;4;4;1;3;4;4;3;3;1;2;3;2;5;2;3;4;5;4;1
R1004;3;1;1;5;2;3;1;5;4;3;3;4;5;2;3;4;3;4;2;3;4;1;3;3;2;3;4;4;5;4;5;3;5;3;5;3;2
R1005;2;3;5;5;5;3;1;3;2;3;1;4;1;5;1;5;4;4;1;2;1;4;5;1;4;1;1;1;5;4;3;1;3;2;3;1;1
R1006;4;5;3;3;3;3;2;4;3;1;4;5;4;2;1;1;4;2;4;3;4;5;5;1;2;3;1;2;1;5;1;2;4;1;2;3;1
R1007;3;3;5;1;1;5;5;5;5;1;1;3;3;3;5;2;1;3;1;2;4;4;1;4;4;4;1;2;1;5;4;4;4;1;3;2;5
R1008;2;5;4;5;1;4;1;5;4;2;5;4;4;1;2;2;4;5;2;5;3;3;1;2;4;3;2;5;5;2;3;4;1;5;4;1;5
R1009;5;2;2;1;5;5;5;3;5;5;1;3;3;3;1;3;5;4;1;1;2;5;2;5;2;4;2;2;1;3;1;2;4;1;3;4;1
R1010;5;2;3;4;2;1;1;3;5;1;3;3;2;3;3;1;1;3;1;5;5;1;4;5;3;2;1;4;4;2;5;2;5;5;4;1;5
R1011;3;4;2;1;4;4;5;2;1;4;4;1;5;4;3;4;4;2;1;5;5;5;4;2;3;5;1;5;4;3;5;1;2;1;3;4;3
R1012;4;3;2;2;1;1;5;5;2;4;5;5;5;4;1;4;5;3;1;4;3;5;3;1;2;1;5;2;2;1;1;2;3;4;2;1;5
R1013;3;5;4;3;5;4;5;1;4;3;3;2;1;4;1;2;1;2;5;2;2;2;2;1;4;4;3;3;3;5;4;4;5;1;1;4;3
R1014;5;4;4;5;3;4;5;2;3;5;4;5;2;2;2;4;5;5;5;3;4;2;5;5;3;3;4;5;1;2;4;5;1;3;1;1;5
R1015;5;4;5;5;2;1;2;2;5;2;5;4;1;4;4;2;3;4;4;2;1;4;1;2;3;2;5;2;3;4;3;4;5;3;1;4;3
R1016;1;2;3;5;4;3;1;1;2;4;4;5;5;5;5;5;4;4;2;5;5;3;1;1;2;1;2;5;4;3;2;5;4;3;3;5;4
R1017;5;5;1;3;3;1;1;1;3;3;4;1;5;5;1;5;5;5;4;5;1;1;5;3;1;1;2;2;5;3;3;1;3;1;4;4;3
R1018;2;2;4;5;4;4;4;3;3;1;1;1;4;5;1;4;1;5;2;5;4;3;1;2;4;5;1;2;4;4;4;3;5;2;1;3;5
R1019;3;3;4;5;4;5;2;5;4;5;1;5;1;5;5;3;4;5;4;3;2;5;4;3;5;2;4;5;2;3;5;3;4;3;3;5;3
R1020;4;4;3;3;3;3;1;3;5;4;4;2;3;2;5;5;3;3;4;2;2;5;2;3;5;1;3;2;3;2;4;2;1;3;1;2;4
R1021;5;1;2;2;5;1;5;4;2;1;4;2;1;4;2;3;3;1;2;3;2;3;3;2;2;1;4;1;4;1;1;3;5;3;3;3;2
R1022;2;5;2;2;1;5;1;4;1;1;3;4;5;3;3;5;3;2;2;3;4;3;1;3;1;3;3;4;4;1;1;2;1;3;1;3;4
R1023;5;3;3;2;2;2;1;1;4;3;5;4;5;4;5;5;4;5;4;1;3;1;4;2;2;2;2;3;5;2;4;2;2;1;2;3;3
R1024;1;3;3;5;3;3;3;4;2;2;3;1;5;5;1;4;2;1;5;5;3;4;5;5;1;4;2;5;2;2;1;1;4;3;2;2;3
R1025;2;2;4;3;1;4;3;2;3;4;2;2;3;2;3;4;3;3;2;5;5;1;3;3;2;2;2;3;4;3;2;2;2;4;3;2;1
R1026;2;5;5;2;4;2;3;5;4;4;5;5;3;3;2;2;4;5;2;3;1;1;5;5;2;3;3;1;2;2;5;5;3;5;2;4;3
R1027;5;2;4;4;2;1;4;5;3;5;1;5;4;4;5;4;2;3;1;5;3;1;4;2;5;1;5;4;5;3;1;2;3;1;2;2;3
R1028;2;5;4;5;1;2;3;3;2;4;1;1;3;3;3;4;2;2;2;1;3;1;1;1;3;5;3;5;1;5;4;3;1;2;3;1;3
R1029;1;4;3;1;3;5;3;4;2;3;1;2;3;4;3;5;3;5;1;1;2;1;5;3;5;2;3;1;2;3;4;2;1;3;2;1;4
R1030;2;1;3;1;1;1;4;5;5;3;4;3;2;3;1;3;4;2;1;2;1;3;2;4;4;2;1;5;5;2;5;1;2;4;4;3;5
R1031;2;1;4;4;4;2;4;3;3;3;2;4;1;3;3;1;5;1;2;3;2;3;5;3;4;5;2;1;2;2;5;5;5;4;4;4;2
R1032;5;5;2;5;2;1;2;4;2;4;3;2;5;3;5;2;2;4;2;5;2;4;1;4;2;1;5;4;1;3;2;3;4;2;3;3;4
R1033;1;5;5;5;2;1;1;1;1;2;4;4;2;4;5;2;2;3;1;4;5;4;5;5;1;4;4;2;2;2;1;4;1;5;2;4;1
R1034;2;3;5;5;2;2;3;5;3;1;5;4;4;2;1;4;2;4;2;2;4;1;1;3;2;2;5;3;1;4;2;3;5;4;4;2;1
R1035;3;1;4;5;1;5;4;2;4;5;3;3;5;3;2;3;3;2;1;3;4;3;3;5;5;2;2;1;4;3;2;2;3;1;1;3;5
R1036;1;4;5;1;5;1;1;2;2;5;3;3;4;1;4;2;2;2;2;1;4;3;5;1;4;4;1;1;5;5;1;1;3;2;4;4;4
R1037;1;4;3;4;1;4;4;2;1;1;5;3;3;2;5;3;2;5;1;5;5;5;3;2;5;4;3;2;1;2;2;1;2;1;1;1;2
R1038;5;5;2;4;2;3;3;5;3;4;5;5;3;5;5;4;5;3;5;5;3;5;3;2;5;3;5;4;2;4;2;5;5;3;3;2;2
R1039;1;1;4;5;5;5;4;4;1;5;4;1;4;4;2;2;4;4;5;5;1;1;5;4;3;2;5;5;1;2;5;5;2;3;2;3;1
R1040;3;2;3;1;5;1;1;1;5;2;4;3;5;2;4;3;5;2;3;2;4;1;3;3;5;1;1;5;5;2;3;5;5;3;2;3;4
R1041;5;2;1;2;1;3;5;4;1;4;3;1;4;4;5;1;2;2;4;5;4;5;4;5;1;5;2;2;4;3;2;4;5;3;5;1;2
R1042;5;2;3;4;1;1;3;1;5;2;5;4;3;5;1;2;2;3;1;1;4;3;2;4;1;4;5;2;5;2;4;3;3;4;3;2;5
R1043;3;3;5;3;3;3;3;4;4;2;1;2;3;2;1;5;2;4;4;5;5;4;1;3;4;2;1;3;2;4;2;4;3;5;1;3;5
R1044;1;2;4;4;5;5;4;2;5;4;4;3;5;1;1;5;2;3;2;5;1;2;3;2;5;1;5;4;4;2;1;5;1;5;4;3;2
R1045;3;2;1;1;4;5;4;2;4;1;1;5;3;3;5;5;1;3;1;1;5;4;3;5;2;1;3;4;5;5;4;3;1;5;1;3;5
R1046;2;3;4;5;5;3;5;1;3;4;5;3;3;2;2;5;4;4;1;4;3;3;3;3;4;2;4;1;5;3;5;3;4;2;1;4;5
R1047;5;5;1;1;4;2;2;1;5;3;1;3;2;2;1;2;5;3;2;2;3;3;5;4;1;1;3;3;4;5;3;5;3;1;3;3;3
R1048;2;4;4;1;1;5;5;5;1;3;2;5;1;5;4;2;5;1;1;3;4;3;3;5;2;4;4;1;3;3;4;4;4;5;3;5;3
R1049;4;3;3;2;5;5;5;2;5;2;2;2;4;5;2;3;4;2;5;2;3;4;5;3;4;2;4;1;2;4;5;4;3;3;1;1;4
R1050;3;4;4;4;5;5;1;5;3;3;4;5;3;1;5;4;5;2;4;5;4;3;1;5;5;2;3;3;1;5;4;1;4;2;3;3;5
R1051;1;5;1;1;4;2;2;5;5;1;4;5;4;5;5;1;3;1;4;4;4;3;3;1;4;5;3;2;2;1;4;3;2;5;5;3;4
R1052;3;3;3;3;1;4;3;5;1;3;1;4;2;3;5;1;4;2;1;5;4;4;5;1;4;5;2;4;1;5;5;1;5;1;4;5;5
R1053;4;5;5;1;3;1;5;4;1;2;5;5;5;4;2;1;4;4;3;2;1;4;2;2;3;4;2;1;4;1;1;5;4;5;3;4;2
R1054;2;5;3;1;3;2;2;1;5;4;3;4;2;3;3;4;4;2;4;1;1;5;1;1;4;4;3;3;3;5;3;5;3;2;5;1;2
R1055;4;1;3;2;3;3;2;1;3;4;1;2;1;1;3;2;3;3;2;2;4;3;1;2;5;1;1;4;1;3;4;1;1;1;4;3;2
R1056;3;4;1;2;4;1;1;1;4;1;5;4;5;3;1;3;4;5;1;3;2;4;3;4;5;4;1;5;3;5;3;2;4;2;4;3;5
R1057;5;2;4;2;4;2;4;2;2;1;1;3;4;4;2;5;3;2;4;1;3;5;1;5;1;1;1;5;1;4;5;4;2;2;5;2;3
R1058;3;4;5;3;1;3;4;5;2;5;5;5;2;3;5;5;4;2;3;4;5;1;4;1;3;2;1;5;5;1;4;1;4;2;3;2;2
R1059;2;5;2;5;1;3;5;5;4;4;4;5;5;3;5;2;3;5;1;2;4;3;1;1;3;1;1;5;4;1;1;1;4;1;4;4;3
R1060;2;5;5;4;1;3;5;2;3;4;5;3;5;4;5;4;5;2;5;2;3;5;3;2;2;3;3;4;3;2;1;1;5;2;3;5;2
R1061;1;3;3;4;3;5;1;5;1;4;1;3;1;3;3;4;5;3;1;2;1;3;2;3;4;5;5;1;4;4;5;4;3;4;3;5;5
R1062;4;2;2;3;2;1;4;4;1;3;4;1;1;1;1;5;5;3;1;4;4;2;3;1;4;1;4;4;1;1;4;2;3;2;5;1;2
R1063;3;2;4;3;4;5;1;1;2;2;5;4;4;5;2;2;4;5;1;3;2;2;4;1;1;4;1;4;5;4;2;1;1;1;5;1;5
R1064;2;1;3;1;2;5;4;3;1;5;5;3;5;1;5;2;1;3;2;4;2;5;2;3;1;1;2;4;5;1;1;1;4;4;1;1;3
R1065;2;4;2;5;5;3;5;1;5;5;2;1;1;3;3;1;4;4;4;5;2;2;1;5;3;4;3;1;3;5;5;3;2;5;4;1;2
R1066;4;2;4;3;2;2;5;1;2;2;3;1;5;5;4;2;3;4;5;3;4;5;3;5;1;1;2;1;4;2;4;4;5;1;4;4;1
R1067;1;2;4;3;5;4;1;5;2;5;2;3;4;4;5;5;5;3;3;3;4;4;3;2;1;3;2;5;5;4;3;3;5;2;2;1;5
R1068;2;2;3;3;4;2;3;4;3;5;2;1;3;1;1;5;2;1;4;2;2;3;3;2;5;5;1;2;5;1;1;1;4;5;4;1;5
R1069;2;1;3;1;1;4;5;2;2;1;2;5;3;4;5;4;2;4;1;1;2;3;2;3;1;2;5;1;1;4;4;5;4;4;2;5;3
R1070;4;3;1;5;3;4;4;1;2;3;2;1;2;1;3;3;5;3;4;3;5;5;3;3;2;4;1;5;2;5;5;5;5;3;1;5;5
